id,climate,energy,environment,durability,total
SC_51545071,1,0,2,4,6
SC_50705652,0,0,0,0,0
SC_55600194,0,0,0,0,0
SC_51012967,0,0,0,0,0
SC_51012965,0,0,0,0,0
SC_50705657,0,0,0,0,0
SC_55597531,0,0,0,0,0
SC_51012975,0,0,0,0,0
SC_51012972,0,0,0,0,0
SC_51012971,0,0,0,0,0
SC_50562728,0,0,0,0,0
SC_54128120,0,0,0,0,0
SC_53259227,0,0,0,0,0
SC_53257975,0,0,1,3,3
SC_50459903,0,0,2,2,3
SC_50459916,3,1,3,2,6
SC_50459915,3,1,3,2,6
SC_54764298,2,0,0,0,2
SC_52874138,3,1,5,5,10
SC_51549860,3,1,5,4,9
SC_51551302,3,1,5,4,9
SC_51016746,0,0,2,3,4
SC_53255937,1,0,1,2,3
SC_54069292,0,0,0,0,0
SC_53266472,0,0,0,0,0
SC_51547470,1,0,0,1,1
SC_53688911,0,1,0,0,1
SC_55055627,1,0,1,2,3
SC_52416635,0,0,0,0,0
SC_51016938,0,0,0,0,0
SC_51017051,0,0,0,0,0
SC_50046000,0,0,0,0,0
SC_50046034,0,0,0,0,0
SC_51016979,0,0,0,0,0
SC_53238752,1,0,0,0,1
SC_51863537,0,0,1,0,1
SC_51016789,0,0,0,0,0
SC_55610762,0,0,1,0,1
SC_51863539,0,0,0,0,0
SC_52436661,0,0,0,0,0
SC_55030361,0,0,0,0,0
SC_52898748,1,0,0,0,1
SC_51016786,1,0,2,0,3
SC_51016794,0,0,0,0,0
SC_51016793,0,0,1,2,2
SC_52909602,0,0,1,1,2
SC_51016791,0,0,0,0,0
SC_51016792,0,0,0,0,0
SC_54598951,0,0,0,0,0
SC_50469534,0,0,0,0,0
SC_50515302,0,0,0,0,0
SC_51970286,0,0,0,0,0
SC_50841831,0,0,0,0,0
SC_51543110,0,0,0,0,0
SC_54098372,0,0,0,0,0
SC_51887307,0,0,0,0,0
SC_51863524,0,0,0,0,0
SC_51863523,0,0,0,0,0
SC_51970103,0,0,0,0,0
SC_50527766,0,0,0,0,0
SC_50841793,0,0,0,0,0
SC_50515300,0,0,0,0,0
SC_52434818,0,0,0,0,0
SC_51970452,0,0,0,0,0
SC_51951979,0,0,0,0,0
SC_51016955,0,0,0,0,0
SC_52407222,0,0,0,0,0
SC_52406801,0,0,0,0,0
SC_52407133,0,0,0,0,0
SC_52406437,0,0,0,0,0
SC_50045968,0,0,0,0,0
SC_50045967,0,0,0,0,0
SC_51016674,0,0,2,2,3
SC_51936089,0,0,1,2,2
SC_51963039,0,0,0,0,0
SC_51016986,0,0,0,0,0
SC_51956754,0,0,0,0,0
SC_50045963,0,0,0,0,0
SC_50045962,0,0,0,0,0
SC_51016941,0,0,0,0,0
SC_51016940,0,0,0,0,0
SC_51016781,0,0,0,0,0
SC_50046232,0,0,0,0,0
SC_50046216,0,0,0,0,0
SC_54023324,0,0,0,0,0
SC_54955257,0,0,0,0,0
SC_54959612,0,0,0,0,0
SC_54955022,0,0,0,0,0
SC_54955410,0,0,0,0,0
SC_54955006,1,0,0,1,1
SC_54955272,0,0,0,0,0
SC_54959583,0,0,0,0,0
SC_54955118,0,0,0,0,0
SC_54743912,0,0,0,3,3
SC_54740901,0,0,0,3,3
SC_53640599,2,0,0,1,2
SC_53702579,2,0,0,1,2
SC_51016821,1,0,0,0,1
SC_51016820,2,0,1,1,3
SC_50841972,0,0,0,0,0
SC_50666688,3,0,0,2,3
SC_55527880,0,0,0,0,0
SC_54009796,0,0,0,0,0
SC_50666693,3,0,0,2,3
SC_50459918,1,0,0,1,1
SC_51016896,4,1,3,2,8
SC_51016924,1,0,0,0,1
SC_55540411,4,0,3,5,9
SC_55540651,2,0,0,0,2
SC_53511372,0,0,0,0,0
SC_55006494,0,0,0,0,0
SC_50045938,0,0,0,0,0
SC_50045930,0,0,0,0,0
SC_54206693,0,0,0,0,0
SC_51697491,0,0,0,0,0
SC_50630513,0,0,0,1,1
SC_53262012,0,0,1,1,2
SC_55607072,0,0,0,0,0
SC_55606834,0,0,0,0,0
SC_55606518,0,0,0,0,0
SC_55605391,0,0,0,0,0
SC_54958353,0,0,0,0,0
SC_54951596,0,0,0,0,0
SC_54959869,0,0,0,0,0
SC_54953937,0,0,0,0,0
SC_50630521,0,0,0,1,1
SC_50630314,0,0,0,1,1
SC_50630309,0,0,0,1,1
SC_50630449,0,0,0,1,1
SC_50630435,0,0,0,1,1
SC_50630369,0,0,0,1,1
SC_50629737,0,0,0,0,0
SC_50630367,0,0,0,1,1
SC_50630363,0,0,0,0,0
SC_55604226,0,0,0,0,0
SC_55605236,0,0,0,0,0
SC_55603639,0,0,0,0,0
SC_55603187,0,0,0,0,0
SC_55601700,0,0,0,0,0
SC_54740667,0,0,0,0,0
SC_53246269,0,0,1,0,1
SC_51016783,0,0,0,0,0
SC_53250485,0,0,0,0,0
SC_54743907,0,0,0,0,0
SC_54953784,0,0,0,0,0
SC_54959745,0,0,0,0,0
SC_54951456,0,0,0,0,0
SC_54958266,0,0,0,0,0
SC_53258796,0,0,2,2,3
