id,decarbonization,energy,consumption,environment,climatology,durability,society
AB7TGTDI,0,0,0,0,0,0,0
AB7TGTDR,0,0,0,0,0,0,0
AB7TGTDS,0,0,0,0,0,0,0
AB7TGTDT,0,0,0,0,0,0,0
AB7TGTED,0,0,0,0,0,0,0
AB7TGTEF,0,0,0,0,0,0,0
AB7TGTEI,0,0,0,0,0,0,0
AB7TGTER,0,0,0,0,0,0,0
AB7TGTES,0,0,0,0,0,0,0
AB7TGTET,0,0,0,0,0,0,0
AB7TGTFD,0,0,0,0,0,0,0
AB7TGTFI,0,0,0,0,0,0,0
AB7TGTFR,0,0,0,0,0,0,0
AB7TGTFS,0,0,0,0,0,0,0
AB7TGTFT,0,0,0,0,0,0,0
ABAFRI,0,0,0,11,0,0,0
ABARCH,0,0,0,16,1,0,0
ABKUNS,0,0,0,60,0,0,0
ABMORA,0,0,0,45,9,0,0
ABOOTCAI,0,0,0,52,9,0,0
ABOOTCCC,0,0,0,52,9,0,0
ABOOTCCU,0,0,0,52,9,0,0
ABOOTCIN,0,0,0,52,9,0,0
ABOOTCJA,0,0,0,53,9,0,0
ABSHIE,0,0,0,0,0,0,0
ABSLAV,0,0,0,8,9,0,0
ABTALKDG,0,0,0,0,0,0,0
ABTALKDI,0,0,0,0,0,0,0
ABTALKDS,0,0,0,0,0,0,0
ABTALKDZ,0,0,0,0,0,0,0
ABTALKED,0,0,0,0,0,0,0
ABTALKEG,0,0,0,0,0,0,0
ABTALKEI,0,0,0,0,0,0,0
ABTALKEL,0,0,0,0,0,0,0
ABTALKES,0,0,0,0,0,0,0
ABTALKEZ,0,0,0,0,0,0,0
ABTALKFD,0,0,0,0,0,0,0
ABTALKFE,0,0,0,0,0,0,0
ABTALKFG,0,0,0,0,0,0,0
ABTALKFI,0,0,0,0,0,0,0
ABTALKFL,0,0,0,0,0,0,0
ABTALKFS,0,0,0,0,0,0,0
ABTALKFZ,0,0,0,0,0,0,0
ABTALKLG,0,0,0,0,0,0,0
ABTALKLI,0,0,0,0,0,0,0
ABTALKLS,0,0,0,0,0,0,0
ABTALKLZ,0,0,0,0,0,0,0
ABTALKND,0,0,0,0,0,0,0
ABTALKNE,0,0,0,0,0,0,0
ABTALKNF,0,0,0,0,0,0,0
ABTALKNG,0,0,0,0,0,0,0
ABTALKNI,0,0,0,0,0,0,0
ABTALKNL,0,0,0,0,0,0,0
ABTALKNS,0,0,0,0,0,0,0
ABTALKNZ,0,0,0,0,0,0,0
ABWYSB,0,0,0,46,9,0,0
AM7MECDI,0,0,0,0,0,0,0
AM7MECDR,0,0,0,0,0,0,0
AM7MECDS,0,0,0,0,0,0,0
AM7MECDT,0,0,0,0,0,0,0
AM7MECED,0,0,0,0,0,0,0
AM7MECEF,0,0,0,0,0,0,0
AM7MECEI,0,0,0,0,0,0,0
AM7MECER,0,0,0,0,0,0,0
AM7MECES,0,0,0,0,0,0,0
AM7MECET,0,0,0,0,0,0,0
AM7MECFD,0,0,0,0,0,0,0
AM7MECFI,0,0,0,0,0,0,0
AM7MECFR,0,0,0,0,0,0,0
AM7MECFS,0,0,0,0,0,0,0
AM7MECFT,0,0,0,0,0,0,0
AM7TLKDI,0,0,0,0,0,0,0
AM7TLKDR,0,0,0,0,0,0,0
AM7TLKDS,0,0,0,0,0,0,0
AM7TLKDT,0,0,0,0,0,0,0
AM7TLKED,0,0,0,0,0,0,0
AM7TLKEF,0,0,0,0,0,0,0
AM7TLKEI,0,0,0,0,0,0,0
AM7TLKER,0,0,0,0,0,0,0
AM7TLKES,0,0,0,0,0,0,0
AM7TLKET,0,0,0,0,0,0,0
AM7TLKFD,0,0,0,0,0,0,0
AM7TLKFI,0,0,0,0,0,0,0
AM7TLKFR,0,0,0,0,0,0,0
AM7TLKFS,0,0,0,0,0,0,0
AM7TLKFT,0,0,0,0,0,0,0
AM7VRTDI,0,0,0,0,0,0,0
AM7VRTDR,0,0,0,0,0,0,0
AM7VRTDS,0,0,0,0,0,0,0
AM7VRTDT,0,0,0,0,0,0,0
AM7VRTED,0,0,0,0,0,0,0
AM7VRTEF,0,0,0,0,0,0,0
AM7VRTEI,0,0,0,0,0,0,0
