id,climate,energy,environment,resources,sustainability,dedicated,total
CBFYST,1,1,0,0,0,0,1
EMWERKMC,1,1,1,1,1,1,1
EMFSEN,3,1,6,1,1,1,7
EM7ELTET,3,3,5,1,3,4,7
CMGEOM,2,0,4,0,2,2,4
HOWETCWI,0,0,0,0,0,0,0
HOWETCGG,0,0,0,0,0,0,0
EZ6IOV,0,0,2,0,2,0,3
EZ6MPV,0,1,0,0,0,0,1
IZ6BIV,0,1,1,0,0,0,2
IZ6MIS,1,1,4,0,2,3,5
HOWETCGF,0,0,0,0,0,0,0
HOWETCFS,0,0,0,0,0,0,0
HOWETEET,0,0,0,0,0,0,0
HOWETIBE,0,0,1,0,0,0,1
HOWETCCH,0,0,1,0,0,0,1
HOWETCBI,0,0,1,0,0,0,1
HOWETCBB,0,0,1,0,0,0,1
HOWETZ,0,0,0,0,0,0,0
HOTALATT,0,0,0,0,0,0,0
HOTALATL,0,0,0,0,0,0,0
HOTALAOS,0,0,0,0,0,0,0
HOTALASL,0,0,0,0,0,0,0
HOTALAAF,0,0,0,0,0,0,0
HOTALZ,0,0,0,0,0,0,0
HOMAAKSO,0,0,0,0,0,0,0
HOMAABRE,0,0,0,0,0,0,0
HOMAAKPO,0,0,0,0,0,0,0
HOMAABCR,0,0,0,0,0,0,0
HOMAAKCO,0,0,0,0,0,0,0
HOWETCIN,0,0,0,0,0,0,0
HOWETCGL,0,0,0,0,0,0,0
CMGLOG,2,1,6,1,1,2,7
CMGEOI,5,0,11,1,5,5,13
CMGEOG,3,1,10,0,3,6,12
CMGEOF,6,2,9,1,7,5,12
JMGEMI,1,0,1,0,0,0,1
DMGENK,0,0,10,0,10,0,10
AMGEDI,0,1,3,0,2,0,3
CMFYST,0,0,2,0,1,1,2
IMFOTE,0,0,1,0,3,0,4
JMFAZO,0,0,0,0,0,0,0
KMEUST,0,1,5,0,2,1,6
DMERGW,0,0,0,0,0,0,0
IMETEB,1,1,2,1,1,0,4
IMESTE,4,1,22,3,13,15,27
FMEGEI,0,0,0,0,0,0,0
FMEECO,0,1,5,1,5,2,7
GMDIERVP,0,0,3,0,2,0,4
GMDIERPA,0,0,4,0,5,0,7
GMDIERON,0,0,3,0,2,0,4
EM7ELTAU,3,2,5,1,3,3,6
EM7ELIES,0,0,1,0,0,0,1
EM7ELIIC,0,0,1,0,0,0,1
EM7ELIEL,0,0,1,0,0,0,1
EM7ELM,3,2,4,1,3,3,6
EM7CHE,0,0,2,0,0,1,2
EM7BOU,0,1,5,2,3,1,6
IM7BCH,0,0,2,1,2,0,4
AMHTLE,0,0,1,0,0,0,1
IMAQHE,0,0,4,2,2,1,6
FM7HANPO,0,0,0,0,0,0,0
FM7HANMI,0,0,0,0,0,0,0
FM7HANFI,0,0,0,0,0,0,0
FM7HANRM,0,0,0,0,0,0,0
FM7HANCB,0,0,0,0,0,0,0
KMEMGS,2,2,5,0,4,2,6
DMGEVO,0,0,0,0,0,0,0
DMGEBE,0,0,0,0,0,0,0
AMSHIE,0,0,3,0,1,1,3
EMFIRE,0,1,3,0,0,0,3
EMPHYS,3,1,7,2,2,1,8
EMELMEME,6,8,17,5,7,4,21
EMELMEMC,6,9,16,5,7,4,22
EMELMEMT,6,9,16,5,7,4,22
EMELMEEE,6,8,16,5,7,4,21
EMELMERA,6,9,16,5,7,4,22
EMELECEC,3,3,8,2,2,2,11
EMELECCI,3,1,7,1,2,1,9
EMCOSC,3,2,7,1,2,1,10
EMCIVI,4,2,9,2,5,1,14
EMCHEM,5,10,20,8,9,3,30
EMBIEN,0,0,1,0,0,0,1
EMBIME,0,0,0,0,0,0,0
EMARCHAO,5,5,8,5,6,4,12
CMINFO,0,0,2,0,1,1,2
EMARCHSO,5,5,8,5,6,4,12
EM7LAN,0,1,4,1,2,1,5
EM7INF,0,0,0,0,0,0,0
EMWERKME,1,2,1,1,1,1,2
EMWERKEE,1,1,1,1,1,1,1
EMWERKMT,1,1,1,1,1,1,1
EMTNAT,3,1,7,2,2,1,8
EMMATR,0,2,3,2,1,0,5
EMFOTO,1,0,0,0,1,0,1
EMELKT,0,1,2,1,0,0,2
EMCOMT,3,2,7,1,2,1,10
EMSHEI,5,10,20,8,9,3,30
EMBOUW,4,1,7,2,3,1,9
EMBITE,0,0,1,0,0,0,1
EMBKSY,3,0,4,1,3,0,7
EMTEXT,0,1,1,1,0,1,2
EMITEX,0,1,1,1,0,1,2
EMMAEN,4,7,18,6,8,2,24
EMPHOE,1,2,1,0,2,1,5
EMEUPH,1,2,1,0,2,1,5
EMFUSI,0,0,0,0,1,0,1
EMIEOR,3,0,7,1,4,0,11
JBFAWE,0,1,1,0,0,0,2
BBCRIM,0,0,2,0,2,0,2
GBDIER,1,2,4,0,0,1,6
FBECON,3,0,10,0,5,1,14
KBCOMM,0,0,0,0,0,0,0
CBCHMI,1,3,5,1,1,1,6
DBBIOM,0,0,1,0,0,0,1
IB7BWE,0,2,3,0,1,2,5
CBBIOL,2,0,16,1,0,6,16
CBBIBI,0,1,4,0,1,2,6
IBBIORMT,6,5,17,1,5,6,21
IBBIORBN,4,3,14,0,3,2,16
IBBIORCG,5,4,12,0,2,3,15
IBBIORCV,4,3,13,0,2,2,15
IBBIORWK,5,4,15,0,2,3,18
IBBIORLK,4,3,15,0,3,2,17
FB7BKM,2,0,2,0,1,0,3
ABARCH,2,0,6,1,0,2,6
ABAFRI,2,0,4,0,1,0,5
EZ6IOS,0,1,1,0,1,0,2
HOMAAZ,0,0,0,0,0,0,0
HOECOZ,0,0,0,0,0,0,0
HOCULAWI,0,0,0,0,0,0,0
EHELMEMT,0,0,0,0,0,0,0
CQUNIV,0,0,0,0,0,0,0
CYWECL,9,0,1,0,0,1,9
DYBBAT,0,0,0,0,0,0,0
DYWOND,0,0,0,0,0,0,0
DYRAMP,0,0,1,0,0,0,1
DYRAPT,0,0,0,0,0,0,0
DYPMTK,0,0,0,0,0,0,0
AYPRHU,0,0,0,0,0,0,0
GYPOULEU,0,0,1,0,0,0,1
GYPOULAZ,0,0,1,0,0,0,1
DYPEDR,0,0,0,0,0,0,0
DYNEUR,0,0,2,0,0,0,2
DYMANU,0,0,0,0,0,0,0
EYONDE,2,0,3,1,2,1,4
CYHYDB,0,0,1,0,0,0,1
DYGECO,0,0,0,0,0,0,0
EYFIRE,0,0,0,0,0,0,0
AY7DTR,0,0,0,0,0,0,0
DYSTRF,0,0,0,0,0,0,0
AYCUST,0,0,0,0,0,0,0
AQUNIV,0,0,0,0,0,0,0
DQLIFE,0,0,0,0,0,0,0
FQFSEP,0,0,0,0,0,0,0
DQEDUC,0,0,0,0,0,0,0
EHELMEEE,1,3,1,1,1,1,3
EHELMERA,0,0,0,0,0,0,0
EHELECEC,0,1,1,1,0,0,1
EHELECCI,0,0,0,0,0,0,0
EHCOSC,0,0,0,0,0,0,0
EHCIVI,0,0,1,0,1,0,2
EHCHEM,0,2,3,3,1,0,5
CHBIOIEN,0,0,2,0,1,0,2
AQTHIN,0,0,0,0,0,0,0
CQEPIC,0,0,0,0,0,0,0
EQUNIV,0,0,0,0,0,0,0
FQUNIV,0,0,0,0,0,0,0
JQUNIV,0,0,0,0,0,0,0
KQUNIV,0,0,0,0,0,0,0
IQUNIV,0,0,0,0,0,0,0
BQUNIV,0,0,0,0,0,0,0
DQUNIV,0,0,0,0,0,0,0
GQUNIV,0,0,0,0,0,0,0
HQUNIV,0,0,0,0,0,0,0
GHSTAG,0,0,0,0,0,0,0
EHRIND,0,1,0,0,0,0,1
EHRIIR,0,0,1,1,1,0,1
XHMARW,3,1,12,2,1,5,12
XHDOCO,0,0,0,0,0,0,0
DHDRBD,0,0,0,0,0,0,0
EHMAEN,0,1,1,1,0,0,1
EHRUST,0,0,0,0,0,0,0
EHPHOE,1,2,0,0,1,1,3
EHMATR,0,1,1,1,0,0,1
EHCOMT,0,0,0,0,0,0,0
EHSHEI,0,2,1,1,1,0,3
EHBOUW,1,0,2,1,2,0,3
EHBKSY,3,0,5,1,3,0,8
EHIEOR,3,0,7,1,4,0,11
EHFSEN,0,0,1,0,0,0,1
EHPHYS,0,0,0,0,0,0,0
EHELMEME,1,3,2,1,1,1,3
EHELMEMC,0,0,0,0,0,0,0
HOCULAMO,0,0,0,0,0,0,0
HOCULAKU,0,0,0,0,0,0,0
HOCULAGE,0,0,0,0,0,0,0
HOCULAAR,0,0,0,0,0,0,0
HOCULZ,0,0,0,0,0,0,0
IM6MIL,0,1,3,1,1,3,3
EM6MAP,0,0,0,0,0,0,0
EM6ION,0,0,3,0,3,0,3
EM6ELTET,0,5,0,0,0,2,5
EM6ELTAU,0,2,0,0,0,1,2
EM6ELIES,0,0,0,0,0,0,0
EM6ELM,0,2,0,0,0,1,2
IM6BIW,0,1,4,3,2,1,6
IM6CHE,0,1,1,0,0,1,1
IM6BCH,0,1,1,1,0,0,1
EB6INWMP,0,4,3,0,0,2,6
EB6ION,0,2,7,1,3,2,9
IB6BIW,0,6,9,1,4,5,14
HOBSED,0,0,1,0,0,0,1
HOGEZDSG,0,0,0,0,0,0,0
HOGEZDMW,0,0,1,0,0,0,1
HOGEZJFW,0,0,1,0,0,0,1
HOGEZGDI,0,0,1,0,0,0,1
HOGEDHPS,0,0,0,0,0,0,0
HOGEDHPE,0,0,0,0,0,0,0
HOGEDZ,0,0,0,0,0,0,0
HOECOFTO,0,0,0,0,0,0,0
HOECOFHA,0,0,0,0,0,0,0
HOECOFEC,0,0,0,0,0,0,0
HOECOFBE,0,0,0,0,0,0,0
IZ6BCS,0,1,1,0,0,1,1
EZ6MPS,0,1,0,0,0,0,1
IZ6BIS,0,5,2,0,1,2,7
AY7CTKEF,0,0,0,0,0,0,0
GTREPB,0,0,0,0,0,0,0
CDGEOL,0,0,0,0,0,0,0
EDIDCH,0,0,0,0,0,0,0
KDPOLI,0,0,0,0,0,0,0
EDELEK,0,0,0,0,0,0,0
ADAMST,0,0,0,0,0,0,0
DNSPECPV,0,0,0,0,0,0,0
DNSPGENR,0,0,1,0,0,0,1
DNSPECNR,0,0,1,0,0,0,1
DNSPGENC,0,0,0,0,0,0,0
DNSPECON,0,0,0,0,0,0,0
DNSPGEON,0,0,0,0,0,0,0
DNSPGEKG,0,0,0,0,0,0,0
DNSPGEKB,0,0,0,0,0,0,0
DNSPECKB,0,0,0,0,0,0,0
DNSPECIN,0,0,0,0,0,0,0
DNSPGEIN,0,0,0,0,0,0,0
DNSPGEHE,0,0,0,0,0,0,0
DNSPECHE,0,0,0,0,0,0,0
DNSPGEGY,0,0,1,0,0,1,1
DNSPECGY,0,0,1,0,0,1,1
DNSPECGE,0,0,1,0,0,0,1
DNSPGEGE,0,0,1,0,0,0,1
DNSPECGG,0,0,0,0,0,0,0
DNSPGEGG,0,0,0,0,0,0,0
DNSPGEGA,0,0,1,0,0,0,1
DNSPECGA,0,0,1,0,0,0,1
DNSPECPK,0,0,0,0,0,0,0
DNSPGEPK,0,0,0,0,0,0,0
DNSPECPN,0,0,0,0,0,0,0
DNSPGEPN,0,0,0,0,0,0,0
DNSPGEPL,0,0,0,0,0,0,0
DNSPECPL,0,0,0,0,0,0,0
DNSPECPE,0,0,0,0,0,0,0
DNSPECPA,0,0,0,0,0,0,0
DNSPGEPE,0,0,0,0,0,0,0
DNSPGEPA,0,0,0,0,0,0,0
DNSPECOT,0,0,0,0,0,0,0
DNSPGEOT,0,0,0,0,0,0,0
DNSPECOR,0,0,0,0,0,0,0
DNSPGEOR,0,0,0,0,0,0,0
DNSPECOF,0,0,0,0,0,0,0
DNSPGEOF,0,0,0,0,0,0,0
DNSPGENU,0,0,0,0,0,0,0
DNSPECNU,0,0,0,0,0,0,0
DNSPECNC,0,0,0,0,0,0,0
ADAFRI,0,0,0,0,0,0,0
BDMARW,0,0,0,0,0,0,0
DNZIHI,0,1,1,0,1,0,1
JNZIFA,0,0,1,0,0,0,1
DNVERZ,0,0,0,0,0,0,0
CNSDAN,0,0,0,0,0,0,0
DNSPGEUR,0,0,0,0,0,0,0
DNSPECUR,0,0,0,0,0,0,0
DNSPECUG,0,0,0,0,0,0,0
DNSPGEUG,0,0,0,0,0,0,0
DNSPECSM,0,0,0,0,0,0,0
DNSPGESM,0,0,0,0,0,0,0
DNSPGERD,0,0,0,0,0,0,0
DNSPECRD,0,0,0,0,0,0,0
DNSPGERE,0,0,0,0,0,0,0
DNSPECRE,0,0,0,0,0,0,0
DNSPGERO,0,0,0,0,0,0,0
DNSPECRO,0,0,0,0,0,0,0
DNSPGEPV,0,0,1,0,0,0,1
EDCOMP,0,0,0,0,0,0,0
EDCHEM,0,0,0,0,0,0,0
EDBOUW,0,0,0,0,0,0,0
EDBIIR,0,0,0,0,0,0,0
EDBKSY,0,0,0,0,0,0,0
EDARCH,0,0,0,0,0,0,0
EDINGW,0,0,0,0,0,0,0
DDGEZO,0,0,0,0,0,0,0
ADSHIE,0,0,0,0,0,0,0
ADGEDI,0,0,0,0,0,0,0
JDFARM,0,0,0,0,0,0,0
KDEUST,0,0,0,0,0,0,0
FDEECO,0,0,0,0,0,0,0
HDSOWE,0,0,0,0,0,0,0
GDDIER,0,0,0,0,0,0,0
BDCRIM,0,0,0,0,0,0,0
KDCOMM,0,0,0,0,0,0,0
FDBEST,0,0,0,0,0,0,0
ADARCH,0,0,0,0,0,0,0
HDPEDA,0,0,0,0,0,0,0
ADOOST,0,0,0,0,0,0,0
ADEURO,0,0,0,0,0,0,0
BDNOTA,0,0,0,0,0,0,0
ADMORA,0,0,0,0,0,0,0
FDBUAD,0,0,0,0,0,0,0
ADLITE,0,0,0,0,0,0,0
ADKUNS,0,0,0,0,0,0,0
ADMUZI,0,0,0,0,0,0,0
ADDRAM,0,0,0,0,0,0,0
ADBKUN,0,0,0,0,0,0,0
ADAVKU,0,0,0,0,0,0,0
EDWIIN,0,0,0,0,0,0,0
EDWRKT,0,0,0,0,0,0,0
EDTNAT,0,0,0,0,0,0,0
EDTEXK,0,0,0,0,0,0,0
EDMATE,0,0,0,0,0,0,0
EDMARI,0,0,0,0,0,0,0
EDFOTO,0,0,0,0,0,0,0
EDIDBO,0,0,0,0,0,0,0
IDAGRI,0,0,0,0,1,0,1
IDMAMO,0,0,0,0,1,0,1
IDSOEC,0,0,0,0,1,0,1
IDNRES,0,0,0,0,1,0,1
IDENST,0,0,0,0,1,0,1
IDANAQ,0,0,0,0,1,0,1
IDCHEB,0,0,0,0,1,0,1
IDBIOT,0,0,0,0,1,0,1
IDBIOI,0,0,0,0,1,0,1
IDFONU,0,0,0,0,1,0,1
IDBIOR,0,0,0,0,1,0,1
ADTAAL,0,0,0,0,0,0,0
