id,climate,energy,environment,resources,sustainability,dedicated,total
00184-0000000960,0,1,1,0,0,0,1
00070-0000000970,0,0,0,0,0,0,0
00156-0000000430,0,0,0,0,1,0,1
00155-0000000993,0,1,0,0,1,0,2
00515-0000001182,0,0,0,0,0,0,0
00066-0000000093,0,0,0,0,1,0,1
00183-0000000482,2,1,0,0,1,1,3
00097-0000001090,0,0,0,0,0,0,0
00413-0000000791,0,0,0,0,0,0,0
00330-0000001279,0,0,0,0,0,0,0
00679-0000001988,0,0,0,0,0,0,0
00420-0000000801,0,0,0,0,0,0,0
00680-0000001989,0,0,0,0,0,0,0
00404-0000000780,0,0,0,0,0,0,0
00619-0000001735,0,0,0,0,0,0,0
00647-0000001841,0,0,0,0,0,0,0
00674-0000001980,0,0,0,0,0,0,0
00593-0000001703,0,0,0,0,0,0,0
00676-0000001984,0,0,0,0,0,0,0
00632-0000001806,0,0,0,0,0,0,0
00540-0000001404,1,0,0,0,0,0,1
00591-0000001701,0,0,0,0,0,0,0
00541-0000001405,1,0,0,0,0,0,1
00592-0000001702,0,0,0,0,0,0,0
00444-0000000838,1,0,0,0,0,0,1
00539-0000001403,0,0,0,0,0,0,0
00265-0000000619,0,0,0,0,0,0,0
00530-0000001269,0,0,0,0,0,0,0
00294-0000000671,0,0,0,0,0,0,0
00634-0000001811,1,2,0,0,0,1,2
00538-0000001392,1,0,0,0,0,0,1
00171-0000000446,1,0,0,0,0,1,1
00292-0000000640,0,1,0,0,0,1,1
00173-0000000448,0,0,0,0,0,0,0
00192-0000000507,0,0,0,0,0,0,0
00392-0000000765,2,0,4,1,1,3,6
00224-0000000550,0,0,0,0,1,0,1
00531-0000001767,0,0,0,0,1,0,1
00235-0000000561,0,0,0,0,1,0,1
00244-0000001265,5,0,0,0,3,4,6
00151-0000001745,0,1,0,0,0,0,1
00414-0000000793,1,0,0,0,0,0,1
00589-0000001695,0,0,0,0,0,0,0
00419-0000000800,0,0,0,0,3,0,3
00411-0000001257,0,0,0,0,0,0,0
00415-0000000797,5,1,0,0,0,2,5
00537-0000001995,1,0,0,0,1,1,2
00532-0000001280,2,0,0,0,1,1,2
00646-0000001840,1,1,0,1,2,1,2
00399-0000002012,0,0,0,0,0,0,0
00397-0000001398,2,0,2,1,1,3,5
00416-0000000798,1,5,2,0,2,5,5
00243-0000000574,3,0,0,0,1,2,3
00058-0000000073,1,1,1,0,3,2,3
00262-0000000613,0,0,0,0,0,0,0
00232-0000000558,0,1,0,0,1,1,2
00579-0000001699,0,0,0,0,0,0,0
00629-0000001801,0,0,0,0,0,0,0
00343-0000000717,0,0,0,0,0,0,0
00344-0000000718,0,0,0,0,0,0,0
00398-0000000774,0,0,0,0,0,0,0
00365-0000000735,0,0,0,0,0,0,0
00327-0000000701,0,0,0,0,0,0,0
00340-0000000714,0,0,0,0,0,0,0
00590-0000001696,0,0,0,0,1,0,1
00337-0000000929,0,0,0,0,0,0,0
00339-0000000713,0,0,0,0,0,0,0
00332-0000000706,0,0,0,0,0,0,0
00355-0000000728,0,1,0,0,0,0,1
00354-0000000727,0,0,0,0,0,0,0
00348-0000000722,0,0,0,0,0,0,0
00351-0000000724,0,0,0,0,0,0,0
00350-0000000723,0,0,0,0,0,0,0
00338-0000000712,0,0,0,0,0,0,0
00325-0000001278,0,0,0,0,0,0,0
00335-0000000949,0,0,0,0,0,0,0
00328-0000000702,0,0,1,0,0,0,1
00424-0000000803,0,0,0,0,0,0,0
00396-0000000768,0,0,0,0,0,0,0
00342-0000000716,0,0,0,0,0,0,0
00504-0000001158,0,0,0,0,0,0,0
00505-0000001161,0,0,0,0,0,0,0
00367-0000000736,0,0,0,0,1,0,1
00346-0000000870,0,0,0,0,0,0,0
00323-0000000697,0,0,0,0,0,0,0
00500-0000001149,0,0,0,0,0,0,0
00333-0000000707,0,0,0,0,0,0,0
00361-0000000731,0,0,0,0,0,0,0
00581-0000001653,0,0,0,0,0,0,0
00584-0000001664,0,0,0,0,0,0,0
00254-0000000595,0,0,0,0,0,0,0
00582-0000001657,0,0,0,0,0,0,0
00675-0000001983,0,0,0,0,0,0,0
00401-0000001383,0,0,0,0,0,0,0
00221-0000000548,0,0,0,0,0,0,0
00108-0000000326,0,0,0,0,0,0,0
00321-0000000695,0,0,0,0,0,0,0
00509-0000001166,0,0,0,0,0,0,0
00311-0000000686,0,0,0,0,0,0,0
00305-0000000680,0,0,0,0,1,0,1
00308-0000000875,0,0,0,0,0,0,0
00310-0000000685,0,0,0,0,0,0,0
00319-0000000994,0,0,0,0,0,0,0
00510-0000001171,0,0,0,0,0,0,0
00511-0000001173,0,0,0,0,0,0,0
00309-0000000684,0,0,0,0,0,0,0
00298-0000001277,0,0,0,0,0,0,0
00306-0000000945,0,0,0,0,0,0,0
00313-0000000688,0,0,0,0,0,0,0
00503-0000001156,0,0,0,0,0,0,0
00502-0000001154,0,0,0,0,0,0,0
00322-0000000696,0,0,0,0,1,0,1
00317-0000000692,0,0,0,0,0,0,0
