id,climate,energy,environment,resources,sustainability,dedicated,total
MA60-PRELA,0,0,0,0,0,0,0
MA60-HMUSI,0,0,0,0,0,0,0
POLI4-S,0,0,0,0,0,0,0
POLI4-J,0,0,1,0,0,1,1
BA-HHAAR,0,0,0,0,0,0,0
BA-KINE,0,0,0,0,0,0,0
BA-MOTR,0,0,0,0,0,0,0
CAPAES-SAPU,0,0,0,0,0,0,0
CAPAES-KINE,0,0,0,0,0,0,0
CAPAES-EDPH,0,0,0,0,0,0,0
CAPAES-PHAR,0,0,0,0,0,0,0
MS-TERA,0,0,0,0,0,0,0
MS-STME,0,0,0,0,0,0,0
M-SAPUH,0,0,2,0,2,3,3
M-SAPUE,0,0,14,1,5,13,15
M-MOTRO,0,0,0,0,0,0,0
M-EDPHP,0,0,0,0,0,0,0
M-MOTRF,0,0,0,0,0,0,0
M-PHARS,0,0,1,0,0,0,1
M-PHARW,0,0,0,0,0,0,0
M-EDPHM,0,0,0,0,0,0,0
M-EDPHD,0,0,0,0,0,0,0
M-EDPHC,0,0,0,0,0,0,0
M-MOTRS,0,0,0,0,0,0,0
M-SAPUG,0,0,2,0,2,3,3
M-MOTRA,0,0,0,0,0,0,0
M-SAPUB,0,0,2,0,2,3,3
MS-SAPUM,0,0,0,0,0,0,0
MS-METRA,0,0,1,0,0,1,1
MS-RISA,0,0,0,0,0,0,0
MS-OSTE,0,0,0,0,0,0,0
MS-PHAP,0,0,0,0,0,0,0
MS-COSM,0,0,2,0,0,0,2
MS-PHAI,0,0,0,0,0,0,0
MS-BIOP,0,0,0,0,0,0,0
MS-NECH,0,0,0,0,0,0,0
MS-MINT,0,0,0,0,0,0,0
MS-MEGE,0,0,0,0,0,0,0
MS-MEDP,0,0,0,0,0,0,0
MS-MEDN,0,0,0,0,0,0,0
MS-MEDL,0,0,0,0,0,0,0
MS-GERI,0,0,0,0,0,0,0
MS-HEMA,0,0,0,0,0,0,0
MS-GAST,0,0,0,0,0,0,0
MS-GECLI,0,0,0,0,0,0,0
MS-URGE,0,0,0,0,0,0,0
MS-STOM,0,0,0,0,0,0,0
MS-SAMU,0,0,0,0,0,0,0
MS-ORTH,0,0,0,0,0,0,0
MS-ORL,0,0,0,0,0,0,0
MS-ONCO,0,0,0,0,0,0,0
