id,climate,energy,environment,resources,sustainability,dedicated,total
648,0,0,1,0,1,1,1
H70,0,0,0,0,0,0,0
294,0,0,0,0,1,0,1
135,0,0,0,0,0,0,0
H20,0,6,3,1,2,4,11
P27,0,0,0,0,0,0,0
P37,0,0,1,0,0,1,1
P49,0,0,0,0,0,0,0
597,0,0,0,0,1,1,1
768,0,0,0,0,7,3,7
349,0,0,2,0,0,2,2
831,0,0,0,0,0,0,0
279,1,0,3,0,1,2,3
P70,0,0,0,0,0,0,0
H15,0,0,0,0,0,0,0
711,2,1,2,0,1,2,4
749,0,0,0,0,2,1,2
151,0,0,0,0,0,0,0
H90,0,0,2,0,1,1,2
H50,3,6,0,0,2,3,6
P31,0,0,0,0,0,0,0
H05,0,0,0,0,0,0,0
H62,0,2,1,1,1,2,4
H95,0,1,1,1,0,1,3
H64,0,0,0,0,0,0,0
605,0,1,1,0,2,0,2
247,0,0,0,0,0,0,0
H63,1,2,0,0,0,0,2
655,0,0,1,0,3,3,3
E28,2,4,3,0,3,5,7
656,0,2,2,0,3,2,4
E61,0,1,0,0,1,0,2
H09,0,2,1,1,3,0,4
E60,0,1,2,0,4,2,4
625,0,0,1,0,2,2,2
E62,0,0,1,0,0,0,1
025,0,0,0,0,0,0,0
015,1,0,1,0,0,1,1
045,0,1,0,0,0,0,1
225,1,1,1,0,0,0,2
065,0,0,0,0,0,0,0
H12,0,0,0,0,1,0,1
055,1,0,3,0,1,1,4
H01,0,1,0,0,0,0,1
H74,0,0,0,0,0,0,0
628,0,0,1,0,2,2,2
649,0,0,1,0,2,2,2
P47,0,0,0,0,0,0,0
750,0,1,2,0,5,2,7
