id,climate,energy,environment,resources,sustainability,dedicated,total
0-2,0,2,0,0,0,0,2
0-1,1,0,1,0,0,0,2
0-0,0,0,1,0,0,0,1
2-1,1,1,7,1,5,1,14
2-0,0,0,0,0,0,0,0
1-1,0,0,0,0,0,0,0
1-0,0,0,0,0,0,0,0
0-6,0,0,0,0,0,0,0
2-6,1,0,6,0,1,1,7
2-5,0,0,0,0,0,0,0
2-4,0,0,0,0,0,0,0
2-3,0,0,1,0,0,1,1
2-2,1,0,6,0,1,1,7
0-5,0,0,0,0,0,0,0
0-4,0,0,0,0,0,0,0
0-3,0,0,0,0,0,0,0
