id,climate,energy,environment,resources,sustainability,dedicated,total
E1ASGR01,0,0,0,0,0,0,0
E1CGES01,0,0,0,0,0,0,0
E1CFIS01,0,0,0,0,0,0,0
E1ADIR01,0,0,0,0,0,0,0
E1RPUB01,0,0,0,0,0,0,0
PBNPRE02,0,0,0,0,0,0,0
PBNPRI02,0,0,0,0,0,0,0
P1PMOT01,0,0,0,0,0,0,0
T3TRMD01,0,0,0,0,0,0,0
TSDVJV01,0,0,0,0,0,0,0
T1INFO01,0,0,0,0,0,0,0
P1APLA01,0,0,0,0,0,0,0
P1NPRE01,0,0,0,0,0,0,0
P1NPRI01,0,0,0,0,0,0,0
