patterns,themes
atmosphere,'[]'
biodivers[^ ]+,'[]'
biosphere,'[]'
circular econom[^ ]+,'[]'
climat[^ ]+,'[]'
ecolo[^ ]+,'[]'
environment,'[]'
energ[^ ]+,'[]'
regenerative econom[^ ]+,'[]'
natural resource,'[]'
sustainable,'[]'
sustainability,'[]'
transition,'[]'
